Cusip,date,ESGScore,EnvironmentPillarScore,GovernancePillarScore,SocialPillarScore
04247X10,2023-12-31,0.7608944054,0.8494682977,0.79630158,0.664796596
04269E10,2017-12-31,0.1698258996,0,0.3215160884,0.1516578133
04269E10,2018-12-31,0.1847893291,0,0.341569412,0.170558015
04269X10,2016-12-31,0.1630126056,0,0.1350255973,0.2617312874
04269X10,2017-12-31,0.2062846651,0.0485625486,0.1672277568,0.3098146387
04269X10,2018-12-31,0.2254743169,0.0517241379,0.2226075358,0.3126529199
04273510,2004-12-31,0.2677221468,0,0.6821588367,0.2112554113
04273510,2005-12-31,0.3221838285,0,0.6639262581,0.349382716
04273510,2006-12-31,0.2832497019,0,0.6553731343,0.2637201321
04273510,2007-12-31,0.3420904528,0,0.7625550661,0.3360564711
04273510,2008-12-31,0.2004205922,0,0.3129479769,0.277982608
04273510,2009-12-31,0.2184211276,0.0403563941,0.3897882514,0.244063889
04273510,2010-12-31,0.2894004341,0,0.5886008641,0.3185398831
04273510,2011-12-31,0.2816849697,0,0.5910997495,0.2990226568
04273510,2012-12-31,0.3867448128,0.0835185185,0.6396524697,0.4539956589
04273510,2013-12-31,0.3419203725,0.0660660661,0.5953091994,0.3889727003
04273510,2014-12-31,0.2733090882,0.098501462,0.3563839734,0.350093492
04273510,2015-12-31,0.4493417632,0.4043146276,0.3787570389,0.5248673916
04273510,2016-12-31,0.4749074958,0.3937261308,0.5372746631,0.4961502054
04273510,2017-12-31,0.5556784712,0.4205951745,0.5543584031,0.65472091
04273510,2018-12-31,0.465521677,0.2620014245,0.507614789,0.588025429
04273510,2019-12-31,0.4504200426,0.1999137546,0.5424008533,0.5768604881
04273510,2020-12-31,0.4306999757,0.2297700101,0.4499350094,0.5651732637
04273510,2021-12-31,0.4283464287,0.2543630017,0.281404331,0.643935647
04273510,2022-12-31,0.4384885195,0.235501355,0.3316160295,0.6508867544
04273510,2023-12-31,0.4431005291,0.2117972884,0.4180022892,0.6265321222
04274410,2016-12-31,0.1823117591,0.2115270351,0.0728242321,0.314707733
04274410,2017-12-31,0.1806891257,0.2209302326,0.0818848048,0.3048600726
04274410,2018-12-31,0.1535485409,0,0.1110925864,0.2289419552
04274410,2019-12-31,0.300616829,0,0.5228277034,0.2266105964
04274410,2020-12-31,0.2685155201,0,0.4812518899,0.192066209
04274410,2021-12-31,0.2484275817,0,0.4428420039,0.1794444764
04274410,2022-12-31,0.2982946763,0,0.4710668909,0.2594971684
04274410,2023-12-31,0.2330447245,0.0365979404,0.2609966134,0.2697900004
04280A10,2017-12-31,0.1889059208,0,0.1394480705,0.3814127717
04280A10,2018-12-31,0.1761258859,0,0.143325553,0.3409988509
04280A10,2019-12-31,0.1537447969,0,0.1283938815,0.2940651653
04280A10,2020-12-31,0.172723957,0,0.1826327991,0.2882317816
04280A10,2021-12-31,0.2559857933,0,0.1913680154,0.5142144228
04280A10,2022-12-31,0.2246856088,0,0.1316508328,0.4912010524
04280A10,2023-12-31,0.2327040765,0,0.1571545895,0.4858955206
04287310,2017-12-31,0.3239330194,0,0.4686133059,0.4021617436
04287310,2018-12-31,0.1523479964,0,0.133900189,0.2840697337
04302L10,2019-12-31,0.0213755704,0,0.0645440252,0.0137300629
04302L10,2020-12-31,0.0471373022,0,0.1065972222,0.0520818391
04302L10,2021-12-31,0.0908358967,0.0379311608,0.1880392669,0.0777945924
04302L10,2022-12-31,0.0801482554,0.0241205448,0.1870446605,0.0639238365
04302L10,2023-12-31,0.0933192059,0.0253322259,0.2515146887,0.056252948
04311320,2017-12-31,0.046914341,0,0.0977327379,0.0709165387
04311320,2018-12-31,0.033060629,0,0.07703679,0.043202765
04311320,2019-12-31,0.0674124433,0.0764705882,0.1038559592,0.0244095622
04311320,2020-12-31,0.1257724964,0.0275735294,0.2085576051,0.1955769405
04311320,2021-12-31,0.0981866783,0.0151260504,0.1591811175,0.1647191808
04311320,2022-12-31,0.1328332523,0.0290143084,0.2589218984,0.1746426557
04311320,2023-12-31,0.1666800676,0.0290143084,0.4342815675,0.1388342259
04315L10,2009-12-31,0.109749627,0,0.2829427083,0.0616588993
04315L10,2010-12-31,0.1017738131,0,0.2564912281,0.0634505355
04315L10,2011-12-31,0.1552105096,0.0325123153,0.2942822384,0.1595519865
04315L10,2012-12-31,0.2019555445,0.0315565032,0.4620474407,0.1366730436
04315L10,2013-12-31,0.1774769981,0.0329004329,0.3242316785,0.2008215912
04315L10,2014-12-31,0.2489713624,0.0324093817,0.5680318544,0.1782443057
04315L10,2015-12-31,0.2822624679,0.0326530612,0.6080475982,0.2454379233
04315L10,2016-12-31,0.3402425717,0.1232277992,0.4092068479,0.5364528231
04315L10,2017-12-31,0.3895626779,0.2571886835,0.3541199713,0.5918007015
04315L10,2018-12-31,0.4953478563,0.2485225443,0.7329392987,0.5489978912
04315L10,2019-12-31,0.3638230435,0.0307453416,0.6297008481,0.4945231177
04315L10,2020-12-31,0.2995794113,0.0327946563,0.4924784907,0.4256324543
04315L10,2021-12-31,0.4157889,0.1914309361,0.6435309738,0.4520113802
04315L10,2022-12-31,0.4752244436,0.2893539089,0.7428543715,0.4211382025
04315L10,2023-12-31,0.5562853554,0.3445997012,0.7935002621,0.5666717706
04316A10,2015-12-31,0.336711874,0.1786978061,0.3744076797,0.4116934276
04316A10,2016-12-31,0.3247334753,0.1753569212,0.3495022753,0.4107678414
04316A10,2017-12-31,0.3426451826,0.1604068858,0.3805679606,0.4194658394
04316A10,2018-12-31,0.3618906991,0.060677699,0.3755559027,0.4527181028
04316A10,2019-12-31,0.4212374216,0.1031031031,0.4132415473,0.5437276226
04316A10,2020-12-31,0.436906401,0.1044540115,0.4769085832,0.5076434816
04316A10,2021-12-31,0.5790045213,0.2842745218,0.7413155686,0.4915007809
04316A10,2022-12-31,0.6380473238,0.3859887297,0.7798343966,0.5596887118
04316A10,2023-12-31,0.6232312395,0.3776549179,0.7750585861,0.530679917
04335A10,2018-12-31,0.2389690178,0,0.0872290764,0.5803682347
04335A10,2019-12-31,0.2773398141,0,0.2006054812,0.5644919946
04335A10,2020-12-31,0.350445318,0,0.3680778147,0.587515981
04335A10,2021-12-31,0.2828864097,0,0.2228420039,0.5557788621
04335A10,2022-12-31,0.2976685092,0,0.2632380419,0.5532642727
04335A10,2023-12-31,0.2769654399,0,0.2262893082,0.5352432234
04341Y10,2016-12-31,0.4530725592,0.5529685461,0.3698581049,0.4164808207
04341Y10,2017-12-31,0.5034017721,0.5721055575,0.399371408,0.506791226
04341Y10,2018-12-31,0.3301251261,0.3467662793,0.3240286299,0.3192910645
04341Y10,2019-12-31,0.2613121941,0.2047296516,0.2522798742,0.3163091891
04342Y10,2021-12-31,0.4034717415,0.0654886437,0.4918400771,0.4185993988
04342Y10,2022-12-31,0.3280208755,0.2619886194,0.2334258702,0.4608779258
04342Y10,2023-12-31,0.4903653476,0.203585995,0.6290462199,0.4292268188
04342Y10,2024-12-31,0.5003910149,0.2083299417,0.6411885673,0.4386344894
04343610,2016-12-31,0.3223723135,0,0.5388367463,0.2726218652
04343610,2017-12-31,0.3111369029,0,0.4964158937,0.2843974175
04343610,2018-12-31,0.3966784083,0.0416666667,0.7010225631,0.2825239527
04343610,2019-12-31,0.409786548,0.0424836601,0.7461334183,0.2723606642
04343610,2020-12-31,0.4323428028,0.0828460039,0.76609179,0.2892422738
04343610,2021-12-31,0.5010494399,0.1731319846,0.7348457759,0.4381955923
04343610,2022-12-31,0.4070955794,0.1955676139,0.6564406729,0.2778725798
04343610,2023-12-31,0.3941369445,0.1914701837,0.6311493032,0.2720258641
04351G10,2016-12-31,0.3402280051,0,0.5088594994,0.3415622625
04351G10,2017-12-31,0.3102181574,0,0.4253177602,0.3462266858
04351G10,2018-12-31,0.5254088037,0.4308644268,0.4076114727,0.6739713713
04351G20,2019-12-31,0.5033081458,0.4519880174,0.4584322138,0.5667905423
04351P10,2019-12-31,0.3692958707,0,0.3823529412,0.6251814305
04351P10,2020-12-31,0.3721504879,0,0.3994871795,0.6144520371
04351P10,2021-12-31,0.4708574745,0.2409793814,0.4415775401,0.6711974704
04351P10,2022-12-31,0.4267473762,0.2400793651,0.3800629207,0.6145727622
04351P10,2023-12-31,0.4202874323,0.2393129771,0.2975990676,0.6873657267
04367G10,2022-12-31,0.244598498,0.0457875458,0.3911528401,0.203756044
04367G10,2023-12-31,0.2407698613,0.0386518244,0.403628447,0.1887165688
04410310,2016-12-31,0.3150554556,0.0742296919,0.4843998862,0.4339395553
04410310,2017-12-31,0.3075872531,0.0815217391,0.4748311004,0.4103675219
04410310,2018-12-31,0.3936318324,0.0481651376,0.6988440591,0.4978318627
04410310,2019-12-31,0.3539062261,0.0362068966,0.6842681113,0.3968158111
04410386,2022-12-31,0.3103292645,0.0883998508,0.5821281764,0.2966095765
04410386,2023-12-31,0.2889686566,0.0795755968,0.5448959845,0.2765758965
04410387,2020-12-31,0.3808042442,0.1139404402,0.7358028425,0.3343051386
04410387,2021-12-31,0.3456278498,0.1039138943,0.6413583815,0.3310032046
04410410,2017-12-31,0.2952695461,0.1604068858,0.2907019352,0.4055769505
04410410,2018-12-31,0.3067070295,0,0.2942314105,0.4304424968
04410410,2019-12-31,0.2673656049,0,0.2353834714,0.4002243332
04410410,2020-12-31,0.2344377323,0.024024024,0.1493599436,0.4099399837
04410410,2021-12-31,0.3499857674,0.0146520147,0.3920712909,0.4192793754
04410410,2022-12-31,0.2435944304,0.0153508772,0.2069600149,0.3680638163
04410410,2023-12-31,0.2431505864,0.0116194626,0.227537494,0.3438942531
04418610,2017-12-31,0.6475712528,0.6642558927,0.6857314945,0.6076546659
04418610,2018-12-31,0.6999799968,0.6998372709,0.846098298,0.6138950546
04418610,2019-12-31,0.6132652242,0.5752092495,0.4678824134,0.7387429485
04418610,2020-12-31,0.609060651,0.5787898242,0.4646882895,0.7258250707
04418610,2021-12-31,0.5932336997,0.5376293475,0.5166886434,0.696382205
04418610,2022-12-31,0.6280974869,0.6077369565,0.5024622719,0.7234712159
04418610,2023-12-31,0.6610326646,0.5815341576,0.730889235,0.7026928041
04420410,2002-12-31,0.2794327611,0.2971686707,0.3438799076,0.2229065131
04420410,2003-12-31,0.3299460885,0.2354009434,0.5209677419,0.315786936
04420410,2004-12-31,0.3939330504,0.4221638873,0.4179530201,0.3503232121
04420910,2005-12-31,0.400585871,0.2136826569,0.8595593992,0.3245858283
04420910,2006-12-31,0.3036687497,0.3721642728,0.2008457711,0.2929361589
04420910,2007-12-31,0.3524368256,0.1847010684,0.8231326481,0.2495342772
04420910,2008-12-31,0.5042377537,0.2072218608,0.883034974,0.5903608825
04420910,2009-12-31,0.540075907,0.2762847442,0.878242096,0.615537139
04420910,2010-12-31,0.4956082767,0.3386629798,0.837154807,0.4576746012
04420910,2011-12-31,0.4664928898,0.3777996214,0.6475119799,0.4521355886
04420910,2012-12-31,0.5440602627,0.3542298224,0.7470363798,0.6221926527
04420910,2013-12-31,0.6792603916,0.6989740077,0.6678901128,0.6654168514
04420910,2014-12-31,0.6505810636,0.6582704547,0.7371907935,0.591449989
04420910,2015-12-31,0.6128021009,0.6712180529,0.5063108753,0.6147435692
04420910,2016-12-31,0.6834000101,0.626270341,0.6895242023,0.7393504368
04523Y10,2017-12-31,0.1345944787,0.0515368388,0.23860071,0.1598115537
04523Y10,2018-12-31,0.1176698583,0.0581167721,0.1411025898,0.1659321199
04523Y10,2019-12-31,0.1131470369,0.0492824361,0.1503824092,0.1577587617
04523Y10,2020-12-31,0.1506376646,0.0600669328,0.2982864631,0.1579317924
04523Y10,2021-12-31,0.1270439347,0.0479023615,0.2148265896,0.1577525983
04523Y10,2022-12-31,0.2584129094,0.0365481112,0.4372477578,0.3841923621
04523Y10,2023-12-31,0.2438026612,0.0333779506,0.3380067731,0.4076004246
04530L20,2019-12-31,0.2350166607,0,0.3306670916,0.3456634187
04530L20,2020-12-31,0.1895254019,0,0.2321842556,0.3168273444
04530L20,2021-12-31,0.1791593289,0,0.2543641618,0.2609815951
04530L20,2022-12-31,0.218935819,0,0.3273075486,0.3007361963
04537Y10,2021-12-31,0.3070298692,0,0.5330732177,0.283589513
04537Y10,2022-12-31,0.1724111542,0,0.2145459641,0.2523201342
04537Y20,2023-12-31,0.1525637772,0,0.1740203193,0.240645946
04539610,2017-12-31,0.298769264,0,0.3940799267,0.4127716567
04539610,2018-12-31,0.4745010504,0,0.7384572635,0.5319889022
04539610,2019-12-31,0.4995962221,0,0.6784257489,0.6688781236
04539610,2020-12-31,0.6272233983,0.1113636364,0.8303900816,0.7816939376
04539610,2021-12-31,0.613706364,0.1341666667,0.8240324946,0.7337433162
04539610,2022-12-31,0.6488887052,0.3672161172,0.7912176939,0.6987758551
04539610,2023-12-31,0.6375384617,0.3752633903,0.7750179947,0.67855488
04545L10,2019-12-31,0.3834413561,0,0.7247185044,0.3432345617
04546C10,2020-12-31,0.2723668993,0,0.4259752041,0.3032328319
04546C20,2021-12-31,0.2465775332,0.0249826509,0.3507321773,0.2856209849
04546C20,2022-12-31,0.2768737956,0.0591821222,0.3768964873,0.3167667933
04546C20,2023-12-31,0.2862566688,0.0539442153,0.4437542332,0.2948651531
04546L10,2019-12-31,0.2500948605,0,0.1599213937,0.4457287191
04546L10,2020-12-31,0.3388993131,0.0383480826,0.1963814132,0.6144452896
04546L10,2021-12-31,0.3640016513,0.0986975987,0.1737071006,0.6836032168
04546L10,2022-12-31,0.4254596418,0.2013204781,0.3048838195,0.6478751868
04546L10,2023-12-31,0.3972350143,0.1770028153,0.2641444535,0.6330826438
04548710,2004-12-31,0.2883820039,0.2581453634,0.2050894855,0.4325600587
04548710,2005-12-31,0.3103618944,0.2556237219,0.3741903338,0.3541398674
04548710,2006-12-31,0.4347829208,0.2362869198,0.8328358209,0.2721008575
04548710,2007-12-31,0.429917285,0.1832358674,0.7115026921,0.3503554754
04548710,2008-12-31,0.4924465388,0.1818181818,0.6871676301,0.4940850644
04548710,2009-12-31,0.4843480217,0.1653645833,0.6646857923,0.4940748718
04548710,2010-12-31,0.4533724187,0.1706214689,0.5881023596,0.4872088089
04548710,2011-12-31,0.3695199927,0.1666666667,0.4284274194,0.4340446002
04548710,2012-12-31,0.4369415749,0.1525974026,0.6881292517,0.3814819441
04548710,2013-12-31,0.4594033277,0.1792433304,0.6729785056,0.4299916574
04548710,2014-12-31,0.3546790822,0.1544715447,0.3960764244,0.4276039706
04548710,2015-12-31,0.4267474871,0.182821119,0.5413398693,0.4674700286
04548710,2016-12-31,0.4507057771,0.2115270351,0.5443117179,0.5136160457
04548710,2017-12-31,0.4867970099,0.2209302326,0.5815985343,0.5593176161
04548710,2018-12-31,0.4182959896,0.1411214418,0.3541513838,0.5453225883
04548710,2019-12-31,0.5165432768,0.1781306189,0.458349267,0.6570297007
04548710,2020-12-31,0.5025144783,0.1849162778,0.4656486241,0.6214778822
04548710,2021-12-31,0.5448928009,0.2468400975,0.4320820858,0.7133029758
04548710,2022-12-31,0.613133444,0.1378300287,0.6641326984,0.7141091702
04548710,2023-12-31,0.6767673929,0.1468567521,0.6271052663,0.8666575095
04552810,2016-12-31,0.1866841185,0.1753569212,0.0877275313,0.3701915403
04552810,2017-12-31,0.1791214592,0.1604068858,0.071258445,0.3704892312
04552810,2018-12-31,0.1885057174,0,0.0993997999,0.3609950192
04552810,2019-12-31,0.1749525303,0,0.0659124708,0.3662331051
04552810,2020-12-31,0.208794157,0,0.1305614353,0.3756150409
04552810,2021-12-31,0.1640982363,0,0.0447687861,0.3637074848
04552810,2022-12-31,0.1636005135,0,0.0647141256,0.3388240502
04552810,2023-12-31,0.1431242437,0,0.0329656507,0.3244219799
04621X10,2004-12-31,0.2032530416,0.2833333333,0.4069910515,0.0866927593
04621X10,2005-12-31,0.1385945742,0.2720930233,0.2884404584,0.0497536946
04621X10,2006-12-31,0.2499222492,0.2686046512,0.353681592,0.2323920266
04621X10,2007-12-31,0.4091834987,0.2455767077,0.6378365149,0.3255934919
04621X10,2008-12-31,0.3877927734,0.3035714286,0.4354913295,0.4352572523
04621X10,2009-12-31,0.46492803,0.3417589286,0.5912909836,0.4535223845
04621X10,2010-12-31,0.3532943466,0.3450439959,0.3625456962,0.4078409091
04621X10,2011-12-31,0.4222424911,0.2978141048,0.6472110215,0.3209156706
04621X10,2012-12-31,0.4902059552,0.2675077407,0.7290136054,0.4025664024
04621X10,2013-12-31,0.4991598158,0.2637241474,0.7259979529,0.4266445087
04621X10,2014-12-31,0.4950870741,0.3096659919,0.682395087,0.4416501391
04621X10,2015-12-31,0.5325102851,0.3094605673,0.7310661765,0.4826896159
04621X10,2016-12-31,0.5416121256,0.2864408867,0.7580346985,0.4872819561
04621X10,2017-12-31,0.6458990338,0.4029113867,0.8297661755,0.6112447953
04621X10,2018-12-31,0.6124106174,0.2896749267,0.8107585201,0.5346083267
04621X10,2019-12-31,0.6406314876,0.2910749824,0.7915978071,0.6111050725
04621X10,2020-12-31,0.6280165221,0.2741628264,0.7784913957,0.600139115
04621X10,2021-12-31,0.6872881725,0.2708131246,0.766431807,0.7384436423
04621X10,2022-12-31,0.6587297247,0.3176811265,0.6912094229,0.72833244
04621X10,2023-12-31,0.6719138436,0.3116448276,0.7395597484,0.716865644
04622410,2015-12-31,0.290712041,0.1221727749,0.4404207516,0.3307837086
04622410,2016-12-31,0.3523979014,0.1289680788,0.6382963595,0.3388348473
04622410,2017-12-31,0.3799710513,0.1263668652,0.7550669873,0.3259932366
04622410,2018-12-31,0.4019572541,0.1522437462,0.8211181505,0.3108096116
04622410,2019-12-31,0.3951342234,0.1528747795,0.8005842362,0.3076216708
04622410,2020-12-31,0.4144691442,0.1739180256,0.7806571918,0.3553386062
04622410,2021-12-31,0.5022074441,0.382104686,0.76629681,0.4107079096
04622410,2022-12-31,0.4794628755,0.3941955117,0.793907933,0.3176732156
04626510,2008-12-31,0.2340832493,0.1818181818,0.3396146435,0.2254475356
04626510,2009-12-31,0.3260668718,0.1653645833,0.5475751366,0.2599593197
04626510,2010-12-31,0.3325922142,0.1706214689,0.44629445,0.3466254279
04626510,2011-12-31,0.238048814,0.1666666667,0.2549395161,0.2949003795
04626510,2012-12-31,0.2908451239,0.1525974026,0.5121428571,0.2146647083
04626510,2013-12-31,0.2929111984,0.1524710831,0.488741044,0.235815368
04626510,2014-12-31,0.2125689437,0.1544715447,0.2537359263,0.2444032464
04626510,2015-12-31,0.176886431,0.182821119,0.184497549,0.2227163575
04626510,2016-12-31,0.20303369,0.2115270351,0.2428185438,0.2331028513
04634620,2004-12-31,0.3528629004,0,0.4543071161,0.3651490404
04634620,2005-12-31,0.3243442031,0,0.3232026144,0.407323689
04634620,2006-12-31,0.3064863155,0,0.340776699,0.3580344585
04634620,2007-12-31,0.356004884,0.0276315789,0.4289940828,0.3837025316
04634620,2008-12-31,0.3135977985,0.035106383,0.303480589,0.3917859108
04634620,2009-12-31,0.2837425189,0.0210526316,0.225390625,0.394564182
04634620,2010-12-31,0.348531214,0.0733258929,0.2915789474,0.4614583333
04634620,2011-12-31,0.3312162786,0.0869815668,0.2447114256,0.4587477396
04634X10,2022-12-31,0.1014203343,0,0.1854166667,0.0943225651
04634X20,2023-12-31,0.1039732155,0,0.1988485728,0.0902310029
04635X10,2022-12-31,0.2979071306,0,0.3215985159,0.4898852178
04635X10,2023-12-31,0.2918723641,0,0.3223214981,0.4720177275
04638F10,2017-12-31,0.2566787341,0.0168602826,0.5899347303,0.1818709098
04638F10,2018-12-31,0.2394352631,0.0034987893,0.5342336334,0.1843784544
04638F10,2019-12-31,0.2623582386,0.022043628,0.6267792649,0.1703065465
04638F10,2020-12-31,0.2793833441,0.020128145,0.7332627759,0.1460188024
04638F10,2021-12-31,0.2756262967,0.023724501,0.7092774566,0.1501685416
04638F10,2022-12-31,0.2147520971,0.0247828477,0.5160874439,0.1345496826
04638F10,2023-12-31,0.2340740064,0.021645283,0.5111272375,0.1779828129
04638F10,2024-12-31,0.2456790268,0.0193573697,0.5556577646,0.1776169575
04643310,2016-12-31,0.1479479248,0,0.2180460751,0.1762735766
04643310,2017-12-31,0.1851826554,0,0.267021642,0.2249904132
04643310,2018-12-31,0.2535377874,0,0.5073357786,0.2034695477
04643310,2019-12-31,0.314340062,0.028809219,0.4439239431,0.373212901
04643310,2020-12-31,0.3407707085,0.0449197861,0.5441286161,0.3508030789
04643310,2021-12-31,0.2961174917,0.047952048,0.4246339114,0.3355637337
04643310,2022-12-31,0.2832475914,0.0418541854,0.3581745142,0.3585635074
04643310,2023-12-31,0.3187052355,0.0259090909,0.4967295597,0.3457737303
04649U10,2017-12-31,0.2271969069,0,0.2293255468,0.3038774088
04649U10,2018-12-31,0.2206510309,0,0.2209736579,0.2971483394
04649U10,2019-12-31,0.4192339501,0,0.6620033992,0.2833638369
04649U10,2020-12-31,0.2872980943,0,0.2800722355,0.3957803632
04649U10,2021-12-31,0.3231293628,0.108349267,0.3363738813,0.3825752456
04649U10,2022-12-31,0.4303178267,0.085147962,0.5158249733,0.4512719319
04649U10,2023-12-31,0.4515779357,0.1165845649,0.5663660071,0.4349830271
04650Y10,2017-12-31,0.236842961,0,0.1346043742,0.4354370215
04650Y10,2018-12-31,0.2681145338,0,0.2255751917,0.4270514818
04650Y10,2019-12-31,0.2588783965,0,0.2311557255,0.4003240789
04651310,2016-12-31,0.2197973397,0,0.2486774744,0.3489269526
04651310,2017-12-31,0.1988406971,0,0.1588801099,0.3881930711
04651310,2018-12-31,0.1936808245,0,0.1734467045,0.3576066814
04651310,2019-12-31,0.3037998385,0,0.3520395156,0.4731464163
04651310,2020-12-31,0.5249490325,0.2597222222,0.6970466687,0.5301297807
04651310,2021-12-31,0.5834749717,0.2409793814,0.663044316,0.7467492941
04651310,2022-12-31,0.5599286177,0.2400793651,0.6730848281,0.6697688156
04651310,2023-12-31,0.5412224822,0.2393129771,0.6706531205,0.6200738586
04678940,2008-12-31,0.1700930357,0.1667131178,0.1265201155,0.2047372954
04678940,2009-12-31,0.2860352467,0.1871570645,0.6665364583,0.144741886
04678940,2010-12-31,0.4323374426,0.2727674624,0.7158179559,0.434950548
04678940,2011-12-31,0.3662149736,0.2606346399,0.4413483271,0.4463856112
04678940,2012-12-31,0.3656472485,0.3000731777,0.4369019495,0.3982834994
04678940,2013-12-31,0.4107772655,0.3962244572,0.4264894183,0.4180909182
04678940,2014-12-31,0.4313229806,0.3631403642,0.564894548,0.4237581961
04678940,2015-12-31,0.3969781341,0.2889096851,0.5469535511,0.4280579885
04678940,2016-12-31,0.4012726982,0.3221127531,0.5714149158,0.381978989
04678940,2017-12-31,0.3660293515,0.2405249234,0.6116271552,0.3522922586
04678940,2018-12-31,0.3520105977,0.2422298029,0.6022037674,0.3153214774
04678940,2019-12-31,0.3605062934,0.2900016244,0.7034281339,0.2097992447
04678940,2020-12-31,0.3872771642,0.4478273229,0.5916955506,0.168619951
04678940,2021-12-31,0.3815134147,0.4106398065,0.5602868835,0.2202104097
04678940,2022-12-31,0.4098324823,0.384024603,0.4730520538,0.3981356993
04678940,2023-12-31,0.4324087074,0.3194251198,0.5219109512,0.5118516474
04682710,2010-12-31,0.1120196502,0,0.2948610732,0.1016200599
04682710,2011-12-31,0.1508765298,0.0811923584,0.2544894834,0.1500861548
04682R10,2012-12-31,0.1626629494,0.0788497217,0.2402439259,0.188090103
04682R10,2013-12-31,0.1462396781,0.0798484848,0.162470732,0.1917402554
04682R10,2014-12-31,0.1117397281,0.086423445,0.0711702547,0.1553098339
04682R10,2015-12-31,0.1220069338,0.1515131552,0.0982793205,0.1110453386
04682R10,2016-12-31,0.2302052383,0.2587893852,0.0747322055,0.2938779209
04682R10,2017-12-31,0.2696597338,0.3045481801,0.1184231322,0.3257720031
04682R10,2018-12-31,0.2330669075,0.2674458324,0.1955783331,0.2258142821
04682R10,2019-12-31,0.2776382493,0.2445156311,0.3139038268,0.2845434433
04682R10,2020-12-31,0.3225803373,0.3416867593,0.3946331121,0.2664632193
04682R10,2021-12-31,0.2516284979,0.3306721149,0.2994529334,0.1598032229
04682R10,2022-12-31,0.2620129951,0.333091764,0.1722004197,0.2539178816
04682R10,2023-12-31,0.2675959104,0.3220684274,0.237292376,0.2397887195
04683R10,2020-12-31,0.3066608005,0,0.3918052616,0.4375955144
04683R10,2021-12-31,0.2131180378,0,0.1998651252,0.3836039451
04683R10,2022-12-31,0.2439945821,0,0.3163396861,0.3431240403
04683R10,2023-12-31,0.2447232037,0,0.3282535075,0.3321093606
04685N10,2017-12-31,0.2463807964,0,0.1856750258,0.4932877128
04685N10,2018-12-31,0.2104973987,0,0.1128487274,0.4716952565
04685N10,2019-12-31,0.2382495131,0,0.0768748672,0.5896969389
04685N10,2020-12-31,0.3424298391,0,0.2247454894,0.7221540078
04685N10,2021-12-31,0.3406738022,0,0.2599710983,0.6785234546
04685W10,2015-12-31,0.1635185511,0,0.2009599673,0.1930379747
04685W10,2016-12-31,0.1850633094,0,0.2335182025,0.2138541838
04685W10,2017-12-31,0.186007913,0,0.2435932669,0.2081990564
04685W10,2018-12-31,0.1789810401,0,0.2361564966,0.1989929608
04687A20,2022-12-31,0.178604946,0.0047058824,0.3715518044,0.1837783798
04687A20,2023-12-31,0.1393319245,0.0045248869,0.2934777632,0.1376262626
04744L10,2017-12-31,0.3678812286,0,0.4849765258,0.5085433866
04744L10,2018-12-31,0.312243939,0,0.3843392242,0.4615861423
04744L10,2019-12-31,0.2690242688,0,0.2938920756,0.4385773605
04744L10,2020-12-31,0.4419202186,0,0.6299667372,0.5588839556
04744L10,2021-12-31,0.4432332662,0,0.5919991079,0.604270708
04744L20,2022-12-31,0.3294460126,0,0.3906941811,0.5032804711
04746L10,2020-12-31,0.3909763102,0,0.6608910392,0.3808086639
04746L10,2021-12-31,0.2631606149,0,0.3663391137,0.3424724687
04746L10,2022-12-31,0.2969989113,0,0.4692918535,0.3252131781
04746L10,2023-12-31,0.3069389074,0,0.508011611,0.3108387991
04764910,2016-12-31,0.0918331235,0,0.1317263936,0.1454567085
04764910,2017-12-31,0.1315520114,0.0254424779,0.1277567846,0.231563876
04764910,2018-12-31,0.1411219725,0.0238309353,0.1798710681,0.2189186963
04764910,2019-12-31,0.2665372893,0.1387914436,0.4417569577,0.2498150959
04764910,2020-12-31,0.387923531,0.3223585034,0.5849251986,0.2976766912
04764910,2021-12-31,0.6432539747,0.5420131079,0.7148915421,0.6812762843
04764910,2022-12-31,0.6331086691,0.516870901,0.716962036,0.6755398211
04764910,2023-12-31,0.6302120275,0.4408224943,0.7514105514,0.7111120482
04820610,2017-12-31,0.0757626748,0.0520833333,0.1490553075,0.0416760939
04826920,2016-12-31,0.3233567339,0.2115270351,0.4273748578,0.34173747
04826920,2017-12-31,0.4354467677,0.2209302326,0.7286270468,0.3490746589
04826920,2018-12-31,0.4199972502,0,0.7465933089,0.3048864092
04826920,2019-12-31,0.3873057733,0,0.6708837901,0.2939266308
04826920,2020-12-31,0.4025998978,0.0192194836,0.7330813426,0.2740383243
04826920,2021-12-31,0.3841352407,0.0156177156,0.7262524085,0.2428133521
04878Q86,2009-12-31,0.2191699853,0,0.6271516393,0.1919448476
04878Q86,2010-12-31,0.2300976141,0,0.6747424393,0.1889600132
04878Q86,2011-12-31,0.2699882616,0.0188405797,0.7972110215,0.1928561842
04878Q86,2012-12-31,0.280323,0.0337371769,0.8047323277,0.1993895935
04878Q86,2013-12-31,0.298695936,0.0844038043,0.8197895766,0.1780828461
04878Q86,2014-12-31,0.2249611172,0.0558701426,0.5928573523,0.16308298
04878Q86,2015-12-31,0.2016771253,0.0064678649,0.6097043255,0.1430836964
04878Q86,2016-12-31,0.2538248359,0.006379264,0.7958223612,0.1604863334
04878Q86,2017-12-31,0.1402996288,0.0069852941,0.3583512931,0.1469017094
